"","X1","X2","X3"
"1",0.000037030002648006,0.000039794059293858,0.0000450319130220196
"2",0.0000369604277464362,0.0000397471111561886,0.0000449538359831367
"3",0.0000369002618406533,0.0000397104116716777,0.0000448853336489138
"4",0.0000368486612166808,0.0000396831227680133,0.0000448255509328025
"5",0.0000367654366182029,0.0000396248713957854,0.0000447370622699384
"6",0.000036732733113265,0.0000396182028981591,0.0000447909993891632
"7",0.0000367208376117064,0.0000396174070855773,0.0000448509346814795
"8",0.0000367098829959974,0.0000396177004357833,0.0000449007505824553
"9",0.0000366998175721318,0.0000396190313233419,0.0000449654219423151
"10",0.0000366905904559457,0.0000396213488930184,0.0000450191537280793
"11",0.0000367254969200393,0.0000396681557954232,0.0000450535417093275
"12",0.0000367254969200393,0.0000396681557954232,0.0000450535417093275
"13",0.0000367254969200393,0.0000396681557954232,0.0000450535417093275
"14",0.0000367254969200393,0.0000396681557954232,0.0000450535417093275
"15",0.0000367254969200393,0.0000396681557954232,0.0000450535417093275
"16",0.0000367254969200393,0.0000396681557954232,0.0000450535417093275
"17",0.0000366941839273409,0.0000396203066849539,0.0000450048687742344
"18",0.0000367078004160588,0.000039617885248988,0.000044913575565297
"19",0.0000367231397730995,0.0000396174774499044,0.0000448388316060643
"20",0.0000367403438345383,0.0000396192249358401,0.000044755746388279
"21",0.0000367595573726801,0.0000396232721419478,0.0000447306223612631
"22",0.0000367538541903743,0.0000396218726061444,0.0000447243638609438
"23",0.0000367483236094145,0.000039620669338969,0.0000447210388262445
"24",0.000036742962184902,0.0000396196589070336,0.0000447441160156934
"25",0.0000367377664893757,0.0000396188378934265,0.0000447674373645655
"26",0.000036732733113265,0.0000396182028981591,0.0000447909993891632
"27",0.000036712001141017,0.0000396175571216068,0.0000448879810861771
"28",0.0000366941839273409,0.0000396203066849539,0.0000450048687742344
"29",0.0000367226981127301,0.0000396700774952172,0.0000450502370956568
"30",0.000036711519157888,0.0000396804344861457,0.000045117882951247
"31",0.0000367024542433468,0.0000396933854465639,0.0000452478004959546
"32",0.0000366959566736074,0.000039706859493097,0.000045366148577951
"33",0.0000366907404957161,0.0000397219920516341,0.0000454869963261161
"34",0.0000366866331788671,0.0000397386091451395,0.0000456101598881636
"35",0.0000366834690889604,0.0000397565433867111,0.000045735461175176
"36",0.0000366810896011357,0.0000397756340846726,0.0000458627279449674
"37",0.0000366819910935765,0.0000397770577354029,0.0000458652772617021
"38",0.0000366829170067553,0.0000397785109086856,0.0000458678667311948
"39",0.0000366838677398108,0.0000397799939819883,0.0000458704966732443
"40",0.0000366848436918382,0.000039781507332517,0.0000458731674068672
"41",0.0000366858452617444,0.0000397830513370725,0.0000458758792501568
"42",0.0000366883777764024,0.0000397694597406307,0.0000457811485252877
"43",0.0000366913582979539,0.0000397565236944471,0.0000456875231980714
"44",0.0000366948523893767,0.0000397443097058629,0.0000455950748481495
"45",0.0000366989277793385,0.0000397328863475467,0.0000455038768499512
"46",0.0000367036543365056,0.0000397223242335113,0.0000454140043536994
"47",0.0000367020020654947,0.0000397257448023363,0.0000454438098631735
"48",0.0000367004274351005,0.000039729266403679,0.0000454737683113682
"49",0.0000366989277793385,0.0000397328863475467,0.0000455038768499512
"50",0.0000365406311760931,0.0000399943667725742,0.0000474765598094425
"51",0.0000365335531249381,0.0000400000203170714,0.0000475051242308931
"52",0.000036527338733049,0.0000400060805480861,0.0000475333101184489
"53",0.0000365218895373506,0.000040012440694735,0.0000475609916081279
"54",0.0000365171152711663,0.000040019002202676,0.000047588050961983
"55",0.000036513327331231,0.0000400260700876882,0.0000476147741561238
"56",0.0000365100154183053,0.0000400331237558329,0.0000476406210911962
"57",0.0000365068281088716,0.0000400401549086038,0.0000476661943305778
