"","calBP","PrDens"
"394",11607,5.32812059027333e-05
"395",11606,5.32910399482265e-05
"396",11605,5.32977924293321e-05
"397",11604,5.33054879518385e-05
"398",11603,5.33136583511584e-05
"399",11602,5.33225613549147e-05
"400",11601,5.33322101547929e-05
"401",11600,5.33426039672892e-05
"402",11599,5.33544056045265e-05
"403",11598,5.33675323356486e-05
"404",11597,5.33818895946619e-05
"405",11596,5.33973717577867e-05
"406",11595,5.34140990689026e-05
"407",11594,5.34311596533506e-05
"408",11593,5.34484953051775e-05
"409",11592,5.34660460565773e-05
"410",11591,5.34837504027945e-05
"411",11590,5.35015455348907e-05
"412",11589,5.3519770450796e-05
"413",11588,5.3538430339432e-05
"414",11587,5.35572690672769e-05
"415",11586,5.35765124350895e-05
"416",11585,5.35961609540311e-05
"417",11584,5.36144212253334e-05
"418",11583,5.36313543989513e-05
"419",11582,5.36470188236781e-05
"420",11581,5.36614702392757e-05
"421",11580,5.36747619534917e-05
"422",11579,5.36844591560027e-05
"423",11578,5.36911561198391e-05
"424",11577,5.36953835512775e-05
"425",11576,5.36976213889817e-05
"426",11575,5.36982998523611e-05
"427",11574,5.36975486497234e-05
"428",11573,5.36961859126624e-05
"429",11572,5.36945204096429e-05
"430",11571,5.3692818233125e-05
"431",11570,5.36913092974107e-05
"432",11569,5.36899289999374e-05
"433",11568,5.3688562086263e-05
"434",11567,5.36870720419821e-05
"435",11566,5.36852993080693e-05
"436",11565,5.36830596825212e-05
"437",11564,5.36790478220501e-05
"438",11563,5.36722271667177e-05
"439",11562,5.36623701569382e-05
"440",11561,5.36485066759306e-05
"441",11560,5.36303073337484e-05
"442",11559,5.3608237356945e-05
"443",11558,5.35819015097574e-05
"444",11557,5.3550879343829e-05
"445",11556,5.35147345979699e-05
"446",11555,5.34735104371593e-05
"447",11554,5.34269114991155e-05
"448",11553,5.33750575531569e-05
"449",11552,5.33182566961989e-05
"450",11551,5.32570314051336e-05
"451",11550,5.31921221140374e-05
"452",11549,5.31238871838848e-05
"453",11548,5.30523269636631e-05
"454",11547,5.29784995694268e-05
"455",11546,5.29030974636254e-05
"456",11545,5.28268939000351e-05
"457",11544,5.27542285766234e-05
"458",11543,5.26851624686088e-05
"459",11542,5.2619746302813e-05
"460",11541,5.25580204833465e-05
"461",11540,5.25000150941902e-05
"462",11539,5.24473170987254e-05
"463",11538,5.23998630396697e-05
"464",11537,5.23575865759464e-05
"465",11536,5.23204186453052e-05
"466",11535,5.22882876282312e-05
"467",11534,5.22620497890105e-05
"468",11533,5.22419286553032e-05
"469",11532,5.22271239689891e-05
"470",11531,5.22173494765202e-05
"471",11530,5.2212308429469e-05
"472",11529,5.22160121381109e-05
"473",11528,5.2228281635664e-05
"474",11527,5.22488679960908e-05
"475",11526,5.22774535905692e-05
"476",11525,5.231365549411e-05
"477",11524,5.23529137410327e-05
"478",11523,5.23952539354301e-05
"479",11522,5.24407016971201e-05
"480",11521,5.24892826089665e-05
"481",11520,5.25410221640639e-05
"482",11519,5.25997194053925e-05
"483",11518,5.26656184053459e-05
"484",11517,5.2738953865695e-05
"485",11516,5.28204471339669e-05
"486",11515,5.29098477434404e-05
"487",11514,5.30039107848767e-05
"488",11513,5.31025747791611e-05
"489",11512,5.3205767778261e-05
"490",11511,5.33134081489623e-05
"491",11510,5.34254053750083e-05
"492",11509,5.35425678990454e-05
"493",11508,5.36647832033032e-05
"494",11507,5.37919324505604e-05
"495",11506,5.39238911136726e-05
"496",11505,5.40605296659145e-05
"497",11504,5.41915398644472e-05
"498",11503,5.431652298506e-05
"499",11502,5.44351052564886e-05
"500",11501,5.45469442902397e-05
"501",11500,5.46512533303636e-05
"502",11499,5.4746798001194e-05
"503",11498,5.48339101860002e-05
"504",11497,5.49129434905073e-05
"505",11496,5.49842686055611e-05
"506",11495,5.50482688401046e-05
"507",11494,5.51091171594351e-05
"508",11493,5.51669953254357e-05
"509",11492,5.52220764185808e-05
"510",11491,5.52745251008407e-05
"511",11490,5.53244978597264e-05
"512",11489,5.53708760994857e-05
"513",11488,5.54137460461433e-05
"514",11487,5.54531934423438e-05
"515",11486,5.54893033967788e-05
"516",11485,5.5522160242128e-05
"517",11484,5.55528244748141e-05
"518",11483,5.5581429277766e-05
"519",11482,5.56081002606914e-05
"520",11481,5.56329558439674e-05
"521",11480,5.56561076373612e-05
"522",11479,5.56775726817396e-05
"523",11478,5.56972776975164e-05
"524",11477,5.571518627539e-05
"525",11476,5.57312843493115e-05
"526",11475,5.57455781304241e-05
"527",11474,5.57579339743865e-05
"528",11473,5.57680021558471e-05
"529",11472,5.57759082852156e-05
"530",11471,5.57817862959125e-05
"531",11470,5.57857800126271e-05
"532",11469,5.57890928208325e-05
"533",11468,5.57917401176618e-05
"534",11467,5.57933152544487e-05
"535",11466,5.57942739841957e-05
"536",11465,5.57946285392301e-05
"537",11464,5.57963068842357e-05
"538",11463,5.57999214535018e-05
"539",11462,5.58052289733257e-05
"540",11461,5.58124192594489e-05
"541",11460,5.58219425107255e-05
"542",11459,5.58350461248748e-05
"543",11458,5.58528606544301e-05
"544",11457,5.5876442248475e-05
"545",11456,5.59070315997758e-05
"546",11455,5.59455768386339e-05
"547",11454,5.60032771987856e-05
"548",11453,5.60848753315942e-05
"549",11452,5.61947935083017e-05
"550",11451,5.63349469109785e-05
"551",11450,5.65051687196327e-05
"552",11449,5.67114269071079e-05
"553",11448,5.69492508575709e-05
"554",11447,5.72114060367549e-05
"555",11446,5.7488473426658e-05
"556",11445,5.77707440761656e-05
"557",11444,5.80540608658171e-05
"558",11443,5.83340300133218e-05
"559",11442,5.86088670506454e-05
"560",11441,5.88781896277982e-05
"561",11440,5.91448858409808e-05
"562",11439,5.94142498746063e-05
"563",11438,5.9687782165698e-05
"564",11437,5.99670511556382e-05
"565",11436,6.0253671217549e-05
"566",11435,6.05492827993663e-05
"567",11434,6.08401610915658e-05
"568",11433,6.11269529113168e-05
"569",11432,6.14103102566867e-05
"570",11431,6.16908884133934e-05
"571",11430,6.19693438996462e-05
"572",11429,6.22428615891596e-05
"573",11428,6.25138663633522e-05
"574",11427,6.27841600291307e-05
"575",11426,6.30551070042249e-05
"576",11425,6.33268095165857e-05
"577",11424,6.35943540418078e-05
"578",11423,6.38553796865632e-05
"579",11422,6.41071636835222e-05
"580",11421,6.4347196606234e-05
"581",11420,6.45732909575615e-05
"582",11419,6.47858066543704e-05
"583",11418,6.49841465830051e-05
"584",11417,6.51674452399512e-05
"585",11416,6.5335116186485e-05
"586",11415,6.54872422674966e-05
"587",11414,6.56338960739096e-05
"588",11413,6.57751292759078e-05
"589",11412,6.59110039677475e-05
"590",11411,6.60415918852778e-05
"591",11410,6.61669736050934e-05
"592",11409,6.62960832589601e-05
"593",11408,6.64288050263897e-05
"594",11407,6.65653604789366e-05
"595",11406,6.67052641153793e-05
"596",11405,6.68483540265377e-05
"597",11404,6.70037448871061e-05
"598",11403,6.71714075192075e-05
"599",11402,6.73513045418296e-05
"600",11401,6.7543387984696e-05
"601",11400,6.77480789663638e-05
"602",11399,6.79668858815721e-05
"603",11398,6.81993445348561e-05
"604",11397,6.84442283809342e-05
"605",11396,6.87006751769311e-05
"606",11395,6.89678399911613e-05
"607",11394,6.92408042859341e-05
"608",11393,6.95189094281782e-05
"609",11392,6.98014945962084e-05
"610",11391,7.00879040837134e-05
"611",11390,7.03774959875716e-05
"612",11389,7.06688787888276e-05
"613",11388,7.09616204111942e-05
"614",11387,7.12549974910448e-05
"615",11386,7.15482662537248e-05
"616",11385,7.18406751126623e-05
"617",11384,7.21373768461461e-05
"618",11383,7.24382095464509e-05
"619",11382,7.27430215355452e-05
"620",11381,7.30516707849776e-05
"621",11380,7.3364024355513e-05
"622",11379,7.36830478048373e-05
"623",11378,7.40085447634648e-05
"624",11377,7.43403436990601e-05
"625",11376,7.46782992569989e-05
"626",11375,7.50222929251139e-05
"627",11374,7.53726915339161e-05
"628",11373,7.57296581479429e-05
"629",11372,7.60934308428129e-05
"630",11371,7.64643171739801e-05
"631",11370,7.68426802847873e-05
"632",11369,7.72320472852715e-05
"633",11368,7.76332669025314e-05
"634",11367,7.80473283052938e-05
"635",11366,7.84745558589816e-05
"636",11365,7.89156776487411e-05
"637",11364,7.9365217695063e-05
"638",11363,7.98229045295209e-05
"639",11362,8.02893093848529e-05
"640",11361,8.0764556908367e-05
"641",11360,8.12484973872109e-05
"642",11359,8.17290079292267e-05
"643",11358,8.2204641871698e-05
"644",11357,8.26739738946328e-05
"645",11356,8.31353270082947e-05
"646",11355,8.35867512843902e-05
"647",11354,8.40123486777692e-05
"648",11353,8.44062371005728e-05
"649",11352,8.47626542493387e-05
"650",11351,8.50781381191983e-05
"651",11350,8.53511212312463e-05
"652",11349,8.55820517791006e-05
"653",11348,8.57746836720596e-05
"654",11347,8.5935494306051e-05
"655",11346,8.60731124689231e-05
"656",11345,8.61964332031002e-05
"657",11344,8.63106787270228e-05
"658",11343,8.64202319260794e-05
"659",11342,8.65268766549106e-05
"660",11341,8.66310049815155e-05
"661",11340,8.67297488295058e-05
"662",11339,8.68228887469086e-05
"663",11338,8.69089396689877e-05
"664",11337,8.69863489793409e-05
"665",11336,8.70535185910531e-05
"666",11335,8.71088248141035e-05
"667",11334,8.71688457581081e-05
"668",11333,8.72329893237716e-05
"669",11332,8.73006669276705e-05
"670",11331,8.73712956419587e-05
"671",11330,8.74443003932623e-05
"672",11329,8.75334799957445e-05
"673",11328,8.76370406758386e-05
"674",11327,8.77537977046109e-05
"675",11326,8.78829888711414e-05
"676",11325,8.80250985560733e-05
"677",11324,8.81965661859495e-05
"678",11323,8.84018355463633e-05
"679",11322,8.86460617221095e-05
"680",11321,8.89335554437776e-05
"681",11320,8.92686363732976e-05
"682",11319,8.96619684527924e-05
"683",11318,9.01165627315234e-05
"684",11317,9.06351119585175e-05
"685",11316,9.12195268808409e-05
"686",11315,9.18713440965124e-05
"687",11314,9.25678748788663e-05
"688",11313,9.33087990501074e-05
"689",11312,9.40934671498174e-05
"690",11311,9.49206493634035e-05
"691",11310,9.57892693784388e-05
"692",11309,9.66760238781892e-05
"693",11308,9.75803909572205e-05
"694",11307,9.85014473540687e-05
"695",11306,9.94389150066081e-05
"696",11305,0.000100391893269897
"697",11304,0.000101361257680667
"698",11303,0.000102345298528062
"699",11302,0.000103342280940427
"700",11301,0.000104350460025541
"701",11300,0.00010536809447545
"702",11299,0.000106401845188231
"703",11298,0.000107446671873618
"704",11297,0.00010849845537395
"705",11296,0.000109553213580559
"706",11295,0.000110606756604248
"707",11294,0.000111664013837347
"708",11293,0.000112717341443314
"709",11292,0.00011375957878376
"710",11291,0.000114784291198061
"711",11290,0.00011578596627864
"712",11289,0.000116764008766157
"713",11288,0.00011771720288894
"714",11287,0.000118644441884827
"715",11286,0.000119545403219427
"716",11285,0.000120420225127242
"717",11284,0.000121274717983123
"718",11283,0.000122108980771969
"719",11282,0.0001229231509108
"720",11281,0.000123717393925929
"721",11280,0.000124491669227503
"722",11279,0.00012525459155229
"723",11278,0.000126005913084587
"724",11277,0.000126745386180453
"725",11276,0.000127472763547447
"726",11275,0.000128187798435318
"727",11274,0.000128893715407912
"728",11273,0.000129589890319752
"729",11272,0.000130275656183088
"730",11271,0.000130950309000649
"731",11270,0.000131613113564991
"732",11269,0.000132257331253451
"733",11268,0.000132882087790632
"734",11267,0.000133486797068382
"735",11266,0.000134070681155642
"736",11265,0.000134633006936291
"737",11264,0.000135173208445954
"738",11263,0.00013569105427157
"739",11262,0.000136186332556788
"740",11261,0.00013665884735745
"741",11260,0.000137108415378886
"742",11259,0.000137541890230405
"743",11258,0.000137959385114943
"744",11257,0.000138360998824082
"745",11256,0.000138746817644612
"746",11255,0.000139116917207214
"747",11254,0.000139467867714708
"748",11253,0.000139799913860647
"749",11252,0.000140113270236619
"750",11251,0.000140408348875793
"751",11250,0.000140684811891564
"752",11249,0.000140939398112779
"753",11248,0.000141172208047914
"754",11247,0.000141383347764804
"755",11246,0.000141572933249375
"756",11245,0.000141741093581176
"757",11244,0.000141892667266718
"758",11243,0.000142028568782088
"759",11242,0.000142148950984764
"760",11241,0.000142253710879612
"761",11240,0.000142343010470217
"762",11239,0.000142421783322998
"763",11238,0.000142490152963441
"764",11237,0.000142548250051529
"765",11236,0.000142596212506633
"766",11235,0.000142634185675676
"767",11234,0.000142662857199
"768",11233,0.000142682397213142
"769",11232,0.000142692977306982
"770",11231,0.000142694770074336
"771",11230,0.000142687709060582
"772",11229,0.000142653510668762
"773",11228,0.000142592303433156
"774",11227,0.000142503774076599
"775",11226,0.000142387889919682
"776",11225,0.000142244660865512
"777",11224,0.000142062543014545
"778",11223,0.000141839890346498
"779",11222,0.00014157471594868
"780",11221,0.000141265668842766
"781",11220,0.00014091106815897
"782",11219,0.00014049870090869
"783",11218,0.000140026145846313
"784",11217,0.000139491577337694
"785",11216,0.000138893184684527
"786",11215,0.00013822983156747
"787",11214,0.000137519409496676
"788",11213,0.000136762282605502
"789",11212,0.000135959143909689
"790",11211,0.00013511126633926
"791",11210,0.000134219768842344
"792",11209,0.000133302614657211
"793",11208,0.000132360475460615
"794",11207,0.00013139408772153
"795",11206,0.000130404250611496
"796",11205,0.000129392063121467
"797",11204,0.000128357189899089
"798",11203,0.000127301696245022
"799",11202,0.000126227660226659
"800",11201,0.000125137153217013
"801",11200,0.000124032222104514
"802",11199,0.000122904991341044
"803",11198,0.000121760405766778
"804",11197,0.000120603468828606
"805",11196,0.000119438665506705
"806",11195,0.000118270658514064
"807",11194,0.000117096270907396
"808",11193,0.00011592362932298
"809",11192,0.000114760385813244
"810",11191,0.000113613467488624
"811",11190,0.000112488871292734
"812",11189,0.000111388480638511
"813",11188,0.000110313857315359
"814",11187,0.000109266745653229
"815",11186,0.000108248126576611
"816",11185,0.000107258528604436
"817",11184,0.00010628906343967
"818",11183,0.000105339607280562
"819",11182,0.000104409998002255
"820",11181,0.00010350004548641
"821",11180,0.000102609765854016
"822",11179,0.000101730019753004
"823",11178,0.000100860730152399
"824",11177,0.000100001821965702
"825",11176,9.91532222690422e-05
"826",11175,9.83148604738368e-05
"827",11174,9.74831674105255e-05
"828",11173,9.66581077089634e-05
"829",11172,9.58396475570469e-05
"830",11171,9.50277547251175e-05
"831",11170,9.42223985887342e-05
"832",11169,9.34252175440129e-05
"833",11168,9.26361775002653e-05
"834",11167,9.1855240014989e-05
"835",11166,9.1082362900504e-05
"836",11165,9.03175008196075e-05
