index,X1,X2,X3
417,0,1.59836E-06,7.61012E-06
418,0,1.59934E-06,7.61851E-06
419,0,1.6003E-06,7.64196E-06
420,0,1.60122E-06,7.66502E-06
421,0,1.60212E-06,7.68771E-06
422,0,1.60294E-06,7.70878E-06
423,0,1.60367E-06,7.72548E-06
424,0,1.60433E-06,7.73469E-06
425,0,1.60491E-06,7.74306E-06
426,0,1.60541E-06,7.7506E-06
427,0,1.60583E-06,7.75692E-06
428,0,1.60616E-06,7.76203E-06
429,0,1.6064E-06,7.76594E-06
430,0,1.60656E-06,7.76864E-06
431,0,1.60664E-06,7.77015E-06
432,0,1.60665E-06,7.77063E-06
433,0,1.60659E-06,7.77008E-06
434,0,1.60647E-06,7.76849E-06
435,0,1.60627E-06,7.76586E-06
436,0,1.606E-06,7.7622E-06
437,0,1.60567E-06,7.75794E-06
438,0,1.60528E-06,7.75307E-06
439,0,1.60482E-06,7.74761E-06
440,0,1.6043E-06,7.74155E-06
441,0,1.6037E-06,7.73489E-06
442,0,1.60309E-06,7.72832E-06
443,0,1.60246E-06,7.72159E-06
444,0,1.60182E-06,7.70914E-06
445,0,1.60116E-06,7.69687E-06
446,0,1.6005E-06,7.68477E-06
447,0,1.59984E-06,7.67321E-06
448,0,1.5992E-06,7.6622E-06
449,0,1.59858E-06,7.65175E-06
450,0,1.59798E-06,7.64188E-06
451,0,1.59741E-06,7.63258E-06
452,0,1.59685E-06,7.6237E-06
453,0,1.59631E-06,7.61524E-06
454,0,1.59579E-06,7.6072E-06
455,0,1.59528E-06,7.59959E-06
456,0,1.5948E-06,7.60114E-06
457,0,1.59433E-06,7.60304E-06
458,0,1.59388E-06,7.60488E-06
459,0,1.59346E-06,7.60666E-06
460,0,1.59305E-06,7.60839E-06
461,0,1.59267E-06,7.61007E-06
462,0,1.59231E-06,7.61166E-06
463,0,1.59199E-06,7.61316E-06
464,0,1.59169E-06,7.61457E-06
465,0,1.59142E-06,7.61587E-06
466,0,1.59118E-06,7.61708E-06
467,0,1.59099E-06,7.61804E-06
468,0,1.59085E-06,7.61873E-06
469,0,1.59075E-06,7.61915E-06
470,0,1.5907E-06,7.61928E-06
471,0,1.5907E-06,7.61912E-06
472,0,1.59076E-06,7.61862E-06
473,0,1.59089E-06,7.61775E-06
474,0,1.5911E-06,7.6165E-06
475,0,1.59136E-06,7.61487E-06
476,0,1.5917E-06,7.61283E-06
477,0,1.59208E-06,7.61054E-06
478,0,1.59249E-06,7.60799E-06
479,0,1.59294E-06,7.60518E-06
480,0,1.59343E-06,7.60212E-06
481,0,1.59395E-06,7.59881E-06
482,0,1.59451E-06,7.59534E-06
483,0,1.59512E-06,7.6033E-06
484,0,1.59576E-06,7.61372E-06
485,0,1.59645E-06,7.62472E-06
486,0,1.59717E-06,7.63628E-06
487,0,1.59792E-06,7.6481E-06
