"","calBP","PrDens"
"188",11813,2.86185549538285e-05
"189",11812,2.86363670874874e-05
"190",11811,2.86547881290692e-05
"191",11810,2.86740440432373e-05
"192",11809,2.86940629287521e-05
"193",11808,2.87148508836823e-05
"194",11807,2.873619679466e-05
"195",11806,2.87583350747205e-05
"196",11805,2.87812721956775e-05
"197",11804,2.88051525524961e-05
"198",11803,2.88299848605648e-05
"199",11802,2.88557781543612e-05
"200",11801,2.88825417601718e-05
"201",11800,2.89102852655418e-05
"202",11799,2.89392710355552e-05
"203",11798,2.8969607110902e-05
"204",11797,2.90010213221303e-05
"205",11796,2.90335276213463e-05
"206",11795,2.90669317390416e-05
"207",11794,2.91011680497097e-05
"208",11793,2.91362445484286e-05
"209",11792,2.91721688779312e-05
"210",11791,2.92089482745783e-05
"211",11790,2.92465895138805e-05
"212",11789,2.92848622397504e-05
"213",11788,2.93235537198038e-05
"214",11787,2.93626683256839e-05
"215",11786,2.94022102153599e-05
"216",11785,2.94421833147678e-05
"217",11784,2.94819983625247e-05
"218",11783,2.95216572991657e-05
"219",11782,2.95611620160754e-05
"220",11781,2.96005143503117e-05
"221",11780,2.96397160794433e-05
"222",11779,2.9678180899919e-05
"223",11778,2.97159128429547e-05
"224",11777,2.97529155803713e-05
"225",11776,2.97891923706717e-05
"226",11775,2.98247460057161e-05
"227",11774,2.985936039074e-05
"228",11773,2.98930381154855e-05
"229",11772,2.99257808187949e-05
"230",11771,2.99575890894157e-05
"231",11770,2.99884623690248e-05
"232",11769,3.00181730029744e-05
"233",11768,3.00467138416301e-05
"234",11767,3.00740757002944e-05
"235",11766,3.01002472954279e-05
"236",11765,3.01252151989058e-05
"237",11764,3.01492642269681e-05
"238",11763,3.01723825929931e-05
"239",11762,3.01945572925282e-05
"240",11761,3.02155516413837e-05
"241",11760,3.02357775702156e-05
"242",11759,3.0255210900377e-05
"243",11758,3.02738368347666e-05
"244",11757,3.02916402753153e-05
"245",11756,3.03086059521933e-05
"246",11755,3.03247185645273e-05
"247",11754,3.03408205007076e-05
"248",11753,3.03569098490662e-05
"249",11752,3.03729846720975e-05
"250",11751,3.03890430103545e-05
"251",11750,3.04050828864639e-05
"252",11749,3.04219937267145e-05
"253",11748,3.04397806507996e-05
"254",11747,3.04584484907554e-05
"255",11746,3.04780017507165e-05
"256",11745,3.04984445653111e-05
"257",11744,3.05204061934344e-05
"258",11743,3.0543888020664e-05
"259",11742,3.0568889976787e-05
"260",11741,3.05954103971237e-05
"261",11740,3.06234458833093e-05
"262",11739,3.06533913825935e-05
"263",11738,3.06852234402678e-05
"264",11737,3.07189149125148e-05
"265",11736,3.07544348704127e-05
"266",11735,3.07917485276554e-05
"267",11734,3.08302372571274e-05
"268",11733,3.08696529928341e-05
"269",11732,3.09101901508168e-05
"270",11731,3.09518257726834e-05
"271",11730,3.09947561373588e-05
"272",11729,3.10378523360087e-05
"273",11728,3.10811098868793e-05
"274",11727,3.11245244503912e-05
"275",11726,3.11680918291196e-05
"276",11725,3.12118079676133e-05
"277",11724,3.12543783787016e-05
"278",11723,3.12957494347844e-05
"279",11722,3.13358736929396e-05
"280",11721,3.13747099407321e-05
"281",11720,3.14122231777388e-05
"282",11719,3.14477200954628e-05
"283",11718,3.14811748432632e-05
"284",11717,3.15125721206143e-05
"285",11716,3.15419063687883e-05
"286",11715,3.15691808779346e-05
"287",11714,3.15946741886916e-05
"288",11713,3.16183938401657e-05
"289",11712,3.16403488591581e-05
"290",11711,3.16605495337953e-05
"291",11710,3.16787845023544e-05
"292",11709,3.16963772410345e-05
"293",11708,3.17133218138331e-05
"294",11707,3.17298294978189e-05
"295",11706,3.17456660452155e-05
"296",11705,3.17608251509502e-05
"297",11704,3.1776408360414e-05
"298",11703,3.17924183731673e-05
"299",11702,3.18088563416388e-05
"300",11701,3.18257217361102e-05
"301",11700,3.18430122124863e-05
"302",11699,3.18605112940907e-05
"303",11698,3.18781149245795e-05
"304",11697,3.18960966434761e-05
"305",11696,3.19144410457981e-05
"306",11695,3.19333379257624e-05
"307",11694,3.19522194666346e-05
"308",11693,3.19710765448503e-05
"309",11692,3.19898996743093e-05
"310",11691,3.20086790268222e-05
"311",11690,3.20274044537396e-05
"312",11689,3.20453298473682e-05
"313",11688,3.20626675604842e-05
"314",11687,3.20794128143075e-05
"315",11686,3.20955610158578e-05
"316",11685,3.21111077759838e-05
"317",11684,3.21261515477386e-05
"318",11683,3.21406918377303e-05
"319",11682,3.21547281857082e-05
"320",11681,3.2168260164815e-05
"321",11680,3.21812873818423e-05
"322",11679,3.21942221713692e-05
"323",11678,3.22070643267533e-05
"324",11677,3.22198136399553e-05
"325",11676,3.22324699015705e-05
"326",11675,3.22450329008625e-05
"327",11674,3.22579853300852e-05
"328",11673,3.22713254057304e-05
"329",11672,3.22850512367226e-05
"330",11671,3.22991608234644e-05
"331",11670,3.23136520569414e-05
"332",11669,3.23289754331158e-05
"333",11668,3.23451175346115e-05
"334",11667,3.23620639819421e-05
"335",11666,3.23797994439337e-05
"336",11665,3.23983076513812e-05
"337",11664,3.24178112729661e-05
"338",11663,3.24382719064875e-05
"339",11662,3.24596482246781e-05
"340",11661,3.24816827818255e-05
"341",11660,3.25045519360202e-05
"342",11659,3.25281898103737e-05
"343",11658,3.2552553139047e-05
"344",11657,3.25775957870182e-05
"345",11656,3.260326882317e-05
"346",11655,3.26295206149049e-05
"347",11654,3.26559112809425e-05
"348",11653,3.26823902556699e-05
"349",11652,3.27089056871924e-05
"350",11651,3.2735404600196e-05
"351",11650,3.27621062647369e-05
"352",11649,3.27882418105459e-05
"353",11648,3.28138123471683e-05
"354",11647,3.28388261909773e-05
"355",11646,3.28632999801807e-05
"356",11645,3.28872598223346e-05
"357",11644,3.29101146277868e-05
"358",11643,3.2931861500311e-05
"359",11642,3.29524990079274e-05
"360",11641,3.2972027322773e-05
"361",11640,3.29904483613526e-05
"362",11639,3.30074741262826e-05
"363",11638,3.30231233544042e-05
"364",11637,3.30374183127147e-05
"365",11636,3.30503849236961e-05
"366",11635,3.30620528651079e-05
"367",11634,3.30729382707936e-05
"368",11633,3.30830550128084e-05
"369",11632,3.30924159285685e-05
"370",11631,3.3101033022178e-05
"371",11630,3.31089176414124e-05
"372",11629,3.31167327514817e-05
"373",11628,3.31246962070482e-05
"374",11627,3.31327910169328e-05
"375",11626,3.31409999943193e-05
"376",11625,3.31493057935191e-05
"377",11624,3.31587499149097e-05
"378",11623,3.31693843285024e-05
"379",11622,3.31812548522571e-05
"380",11621,3.31944011061431e-05
"381",11620,3.32088565304739e-05
"382",11619,3.32252953157636e-05
"383",11618,3.32437427654883e-05
"384",11617,3.32642136197307e-05
"385",11616,3.32867128633861e-05
"386",11615,3.33112366189743e-05
"387",11614,3.33371163952375e-05
"388",11613,3.33643415607618e-05
"389",11612,3.3392899850875e-05
"390",11611,3.34227775940613e-05
"391",11610,3.3453959932524e-05
"392",11609,3.34850659438109e-05
"393",11608,3.35160907382988e-05
"394",11607,3.35470294209625e-05
"395",11606,3.35778770937401e-05
"396",11605,3.36086288578997e-05
"397",11604,3.3637955197517e-05
"398",11603,3.36658390426324e-05
"399",11602,3.36922646965113e-05
"400",11601,3.37172179983376e-05
"401",11600,3.3740686486243e-05
"402",11599,3.37626172688833e-05
"403",11598,3.37830037241112e-05
"404",11597,3.3801841911823e-05
"405",11596,3.38191307822685e-05
"406",11595,3.38348723751177e-05
"407",11594,3.38500097259618e-05
"408",11593,3.38645427216317e-05
"409",11592,3.38784719026142e-05
"410",11591,3.38917984955213e-05
"411",11590,3.39045244448574e-05
"412",11589,3.39172238649885e-05
"413",11588,3.39298970044489e-05
"414",11587,3.39425441173855e-05
"415",11586,3.39551654634595e-05
"416",11585,3.39677613077463e-05
"417",11584,3.39802852507362e-05
"418",11583,3.39927318936545e-05
"419",11582,3.40050959691393e-05
"420",11581,3.40173723415144e-05
"421",11580,3.40295560069256e-05
"422",11579,3.40410653205422e-05
"423",11578,3.40518657486994e-05
"424",11577,3.40619244058626e-05
"425",11576,3.40712101057385e-05
"426",11575,3.40796934036287e-05
"427",11574,3.40871022952867e-05
"428",11573,3.4093188463769e-05
"429",11572,3.40979255733402e-05
"430",11571,3.41012898422358e-05
"431",11570,3.41032600407697e-05
"432",11569,3.4104024108529e-05
"433",11568,3.4103591158358e-05
"434",11567,3.41019714915007e-05
"435",11566,3.40991765856137e-05
"436",11565,3.40952190793352e-05
"437",11564,3.40907565127808e-05
"438",11563,3.4085825671592e-05
"439",11562,3.40804660564282e-05
"440",11561,3.40749330707526e-05
"441",11560,3.40690480931001e-05
"442",11559,3.40634959816021e-05
"443",11558,3.4058287070722e-05
"444",11557,3.40534304445958e-05
"445",11556,3.40487135213639e-05
"446",11555,3.40443745033291e-05
"447",11554,3.40405550019527e-05
"448",11553,3.40372365998141e-05
"449",11552,3.40343978505022e-05
"450",11551,3.40320144533399e-05
"451",11550,3.40297862686804e-05
"452",11549,3.4027805198592e-05
"453",11548,3.40260312338767e-05
"454",11547,3.40244165878605e-05
"455",11546,3.4022904692424e-05
"456",11545,3.40214291672378e-05
"457",11544,3.40199942716983e-05
"458",11543,3.40185942109634e-05
"459",11542,3.40172232120643e-05
"460",11541,3.40158755280068e-05
"461",11540,3.40145454419073e-05
"462",11539,3.40132612318136e-05
"463",11538,3.4012021659296e-05
"464",11537,3.40110474261445e-05
"465",11536,3.40101411170428e-05
"466",11535,3.40093044996498e-05
"467",11534,3.40086538355047e-05
"468",11533,3.40079866842285e-05
"469",11532,3.40075458425715e-05
"470",11531,3.40073367096118e-05
"471",11530,3.40073659721585e-05
"472",11529,3.40077908200143e-05
"473",11528,3.4008395125973e-05
"474",11527,3.40091975521826e-05
"475",11526,3.40102168997812e-05
"476",11525,3.40114720719934e-05
"477",11524,3.40129179582086e-05
"478",11523,3.40145542422932e-05
"479",11522,3.40163805760035e-05
"480",11521,3.40183965792768e-05
"481",11520,3.40206018405346e-05
"482",11519,3.40228223464283e-05
"483",11518,3.40250467639509e-05
"484",11517,3.40272637221885e-05
"485",11516,3.4029702957942e-05
"486",11515,3.40321554617874e-05
"487",11514,3.40346071958163e-05
"488",11513,3.40370660555746e-05
"489",11512,3.40395416152384e-05
"490",11511,3.40420452468676e-05
"491",11510,3.40445902341011e-05
"492",11509,3.40472471588909e-05
"493",11508,3.40500210593208e-05
"494",11507,3.40529169913376e-05
"495",11506,3.4055940026693e-05
"496",11505,3.40590952508866e-05
"497",11504,3.40623715202578e-05
"498",11503,3.4065815417615e-05
"499",11502,3.40694650548601e-05
"500",11501,3.40733507357664e-05
"501",11500,3.40773387817484e-05
"502",11499,3.4081468158887e-05
"503",11498,3.40857242684283e-05
"504",11497,3.4090092500315e-05
"505",11496,3.40945582530045e-05
"506",11495,3.40991069529646e-05
"507",11494,3.4103289391414e-05
"508",11493,3.41070995051029e-05
"509",11492,3.41105314068791e-05
"510",11491,3.41135793891432e-05
"511",11490,3.41162379271124e-05
"512",11489,3.41187294455661e-05
"513",11488,3.41210502810194e-05
"514",11487,3.41231967949291e-05
"515",11486,3.41251653746814e-05
"516",11485,3.41269524345619e-05
"517",11484,3.41287585588451e-05
"518",11483,3.41305790589226e-05
"519",11482,3.41324093329917e-05
"520",11481,3.41342448694122e-05
"521",11480,3.41360812498047e-05
"522",11479,3.41381678094592e-05
"523",11478,3.41405137788657e-05
"524",11477,3.41431274210549e-05
"525",11476,3.41460160147265e-05
"526",11475,3.41491858434671e-05
"527",11474,3.41525357523715e-05
"528",11473,3.415629103688e-05
"529",11472,3.41604558448796e-05
"530",11471,3.41650326479918e-05
"531",11470,3.41700222844779e-05
"532",11469,3.41751559148897e-05
"533",11468,3.41806553335864e-05
"534",11467,3.41863015832997e-05
"535",11466,3.41920941383104e-05
"536",11465,3.41980323678211e-05
"537",11464,3.42039483419412e-05
"538",11463,3.42098318268715e-05
"539",11462,3.42154545623859e-05
"540",11461,3.42210288029334e-05
"541",11460,3.42265437690153e-05
"542",11459,3.42320710199249e-05
"543",11458,3.4237565362032e-05
"544",11457,3.42429786798456e-05
"545",11456,3.42484805584217e-05
"546",11455,3.42537861126835e-05
"547",11454,3.42590156002026e-05
"548",11453,3.42639755664154e-05
"549",11452,3.42687739649725e-05
"550",11451,3.42733109681338e-05
"551",11450,3.42778146274628e-05
"552",11449,3.42832797342169e-05
"553",11448,3.42902808422903e-05
"554",11447,3.43007333647383e-05
"555",11446,3.43172757013195e-05
"556",11445,3.43436612460833e-05
"557",11444,3.43823369356482e-05
"558",11443,3.4437308192605e-05
"559",11442,3.45128358126882e-05
"560",11441,3.46130001223982e-05
"561",11440,3.47409356801172e-05
"562",11439,3.48827027522185e-05
"563",11438,3.50380912954283e-05
"564",11437,3.52064302012589e-05
"565",11436,3.53872361172493e-05
"566",11435,3.55796124159223e-05
"567",11434,3.57654212798744e-05
"568",11433,3.59443935134761e-05
"569",11432,3.61158569073757e-05
"570",11431,3.62794244843422e-05
"571",11430,3.64347610805326e-05
"572",11429,3.65694686861253e-05
"573",11428,3.66842969516634e-05
"574",11427,3.67807451124683e-05
"575",11426,3.68602199556166e-05
"576",11425,3.69245869010188e-05
"577",11424,3.69796364461744e-05
"578",11423,3.70268154368029e-05
"579",11422,3.70673441937478e-05
"580",11421,3.71022452779943e-05
"581",11420,3.71323706291179e-05
"582",11419,3.71606333746692e-05
"583",11418,3.71871717460546e-05
"584",11417,3.72121108151881e-05
"585",11416,3.72353226529326e-05
"586",11415,3.72571073564582e-05
"587",11414,3.72788472333323e-05
"588",11413,3.73005348178604e-05
"589",11412,3.73221609668103e-05
"590",11411,3.73437147401466e-05
"591",11410,3.73651832873251e-05
"592",11409,3.73878058953636e-05
"593",11408,3.74116453031839e-05
"594",11407,3.74367686181961e-05
"595",11406,3.74632475664695e-05
"596",11405,3.74911587533577e-05
"597",11404,3.75223400682058e-05
"598",11403,3.75569982934723e-05
"599",11402,3.75953560429295e-05
"600",11401,3.76376496287307e-05
"601",11400,3.76842835571932e-05
"602",11399,3.77353433889605e-05
"603",11398,3.77911965612881e-05
"604",11397,3.78522294762401e-05
"605",11396,3.79188464774269e-05
"606",11395,3.79914683815087e-05
"607",11394,3.8067992323751e-05
"608",11393,3.81486856095069e-05
"609",11392,3.82338368226591e-05
"610",11391,3.83237574679618e-05
"611",11390,3.8418783701767e-05
"612",11389,3.85161090094985e-05
"613",11388,3.86158496587984e-05
"614",11387,3.87181316493823e-05
"615",11386,3.88228723170843e-05
"616",11385,3.89304491518208e-05
"617",11384,3.90406650195134e-05
"618",11383,3.915347333712e-05
"619",11382,3.92688261845767e-05
"620",11381,3.93866744861003e-05
"621",11380,3.95069681819762e-05
"622",11379,3.96339445461002e-05
"623",11378,3.97675423383323e-05
"624",11377,3.99076749876817e-05
"625",11376,4.00542319956185e-05
"626",11375,4.02070804788963e-05
"627",11374,4.037009397215e-05
"628",11373,4.0543306277836e-05
"629",11372,4.07266784445991e-05
"630",11371,4.09200952673103e-05
"631",11370,4.11233627057888e-05
"632",11369,4.13341358283871e-05
"633",11368,4.15511024965434e-05
"634",11367,4.17733974138577e-05
"635",11366,4.19999608185984e-05
"636",11365,4.22297717202753e-05
"637",11364,4.24612275920582e-05
"638",11363,4.26939070800961e-05
"639",11362,4.29276167045525e-05
"640",11361,4.31617343525544e-05
"641",11360,4.33958746047804e-05
"642",11359,4.36308509588954e-05
"643",11358,4.38667698074184e-05
"644",11357,4.41037449071784e-05
"645",11356,4.4341897090782e-05
"646",11355,4.45813538825335e-05
"647",11354,4.48235391052361e-05
"648",11353,4.50688257232112e-05
"649",11352,4.53172943105741e-05
"650",11351,4.55692421467821e-05
"651",11350,4.58246474294682e-05
"652",11349,4.60760579313972e-05
"653",11348,4.6322970383172e-05
"654",11347,4.65635410667441e-05
"655",11346,4.67952036049053e-05
"656",11345,4.70142768682631e-05
"657",11344,4.72200045535971e-05
"658",11343,4.74083232504797e-05
"659",11342,4.75749150195871e-05
"660",11341,4.77156432791318e-05
"661",11340,4.7827318146619e-05
"662",11339,4.79270002021218e-05
"663",11338,4.80149237021163e-05
"664",11337,4.80915627555064e-05
"665",11336,4.81576225451327e-05
"666",11335,4.8214023044854e-05
"667",11334,4.82815957950545e-05
"668",11333,4.83609810274639e-05
"669",11332,4.84527870669007e-05
"670",11331,4.85575850527886e-05
"671",11330,4.86759040718618e-05
"672",11329,4.8819340787092e-05
"673",11328,4.89863181983016e-05
"674",11327,4.91744742935753e-05
"675",11326,4.938151180803e-05
"676",11325,4.96046552976756e-05
"677",11324,4.98391517916063e-05
"678",11323,5.00797121481341e-05
"679",11322,5.03211191634521e-05
"680",11321,5.05583586989675e-05
"681",11320,5.07869971037921e-05
"682",11319,5.09936412004376e-05
"683",11318,5.11742669021545e-05
"684",11317,5.13257018056066e-05
"685",11316,5.14472884735737e-05
"686",11315,5.15397242994092e-05
"687",11314,5.16119494424435e-05
"688",11313,5.16660696665532e-05
"689",11312,5.17043550374176e-05
"690",11311,5.17291228312777e-05
"691",11310,5.17426395244948e-05
"692",11309,5.17494114287586e-05
"693",11308,5.17500704126521e-05
"694",11307,5.17452049299354e-05
"695",11306,5.1735356437781e-05
"696",11305,5.17210170705044e-05
"697",11304,5.17022321496693e-05
"698",11303,5.16791493875439e-05
"699",11302,5.16518577964057e-05
"700",11301,5.16203971551888e-05
"701",11300,5.15845456669276e-05
"702",11299,5.15441174551937e-05
"703",11298,5.14995054009921e-05
"704",11297,5.14509448481988e-05
"705",11296,5.1398544687174e-05
"706",11295,5.13423128054441e-05
"707",11294,5.12845598929066e-05
"708",11293,5.12260002167185e-05
"709",11292,5.11670283754027e-05
"710",11291,5.11076713343868e-05
"711",11290,5.10481794099576e-05
"712",11289,5.09908342335323e-05
"713",11288,5.09356817510465e-05
"714",11287,5.08827580374062e-05
"715",11286,5.08323078641157e-05
"716",11285,5.07841159404414e-05
"717",11284,5.07369049444287e-05
"718",11283,5.06907979530424e-05
"719",11282,5.06459187810931e-05
"720",11281,5.06023916262373e-05
"721",11280,5.05601333211521e-05
"722",11279,5.05136537331684e-05
"723",11278,5.04630579046195e-05
"724",11277,5.04084752249523e-05
"725",11276,5.03500579587254e-05
"726",11275,5.02882031043639e-05
"727",11274,5.02181315550869e-05
"728",11273,5.01398419275712e-05
"729",11272,5.00534046832202e-05
"730",11271,4.99589655750399e-05
"731",11270,4.98567481787501e-05
"732",11269,4.97490701078263e-05
"733",11268,4.96370394820056e-05
"734",11267,4.95217580670813e-05
"735",11266,4.94043033953355e-05
"736",11265,4.92857140613618e-05
"737",11264,4.91676387107018e-05
"738",11263,4.90507724897887e-05
"739",11262,4.89355741211541e-05
"740",11261,4.88224904096005e-05
"741",11260,4.87119544064947e-05
"742",11259,4.86036912607106e-05
"743",11258,4.84977115526822e-05
"744",11257,4.83940205398208e-05
"745",11256,4.82928602468307e-05
"746",11255,4.819381136958e-05
"747",11254,4.80975969486983e-05
"748",11253,4.80041607777141e-05
"749",11252,4.7913426607731e-05
"750",11251,4.78252959343921e-05
"751",11250,4.77396457813333e-05
"752",11249,4.7663199350131e-05
"753",11248,4.75958776458636e-05
"754",11247,4.75378153062479e-05
"755",11246,4.74886702245073e-05
"756",11245,4.74482883749528e-05
"757",11244,4.74146576490312e-05
"758",11243,4.73876686399094e-05
"759",11242,4.73671869016365e-05
"760",11241,4.73530531649311e-05
"761",11240,4.73450838193973e-05
"762",11239,4.73384583323798e-05
"763",11238,4.73330279315025e-05
"764",11237,4.73286372543502e-05
"765",11236,4.73251246213873e-05
"766",11235,4.73223223417235e-05
"767",11234,4.73170624386856e-05
"768",11233,4.73090040663223e-05
"769",11232,4.72980203323785e-05
"770",11231,4.72835440744572e-05
"771",11230,4.72649871175142e-05
"772",11229,4.72441005254199e-05
"773",11228,4.72213479610715e-05
"774",11227,4.71972132653154e-05
"775",11226,4.71722091595392e-05
"776",11225,4.71468716613157e-05
"777",11224,4.71197649668072e-05
"778",11223,4.70944625497877e-05
"779",11222,4.70746996133525e-05
"780",11221,4.70642143644595e-05
"781",11220,4.70661382620376e-05
"782",11219,4.70910915739932e-05
"783",11218,4.71430827946315e-05
"784",11217,4.72250577236821e-05
"785",11216,4.73374625325788e-05
"786",11215,4.74794029274928e-05
"787",11214,4.76411049222995e-05
"788",11213,4.7820442857573e-05
"789",11212,4.80151271247661e-05
"790",11211,4.82228212633854e-05
"791",11210,4.84412399770538e-05
"792",11209,4.86650869250661e-05
"793",11208,4.88936451680949e-05
"794",11207,4.91262368587945e-05
"795",11206,4.93622265922861e-05
"796",11205,4.96010234909348e-05
"797",11204,4.98409242802541e-05
"798",11203,5.00815257361258e-05
"799",11202,5.03224758771372e-05
"800",11201,5.05634659699431e-05
"801",11200,5.08044445522641e-05
"802",11199,5.10449558628067e-05
"803",11198,5.12842410745525e-05
"804",11197,5.15216803133425e-05
"805",11196,5.17567625802473e-05
"806",11195,5.19890617520843e-05
"807",11194,5.2218377067509e-05
"808",11193,5.24437320293323e-05
"809",11192,5.26644487277517e-05
"810",11191,5.28801941466664e-05
"811",11190,5.30903874334265e-05
"812",11189,5.32958477706124e-05
"813",11188,5.34964139274706e-05
"814",11187,5.36919248414832e-05
"815",11186,5.38822194456758e-05
"816",11185,5.40671366084761e-05
"817",11184,5.42487301610505e-05
"818",11183,5.44269267518904e-05
"819",11182,5.46016533671501e-05
"820",11181,5.47728375047078e-05
"821",11180,5.49406147509307e-05
